UE_ID,sat_type,distance_km,SNR_dB,SINR_dB,RSSI_dBm,BER,Throughput_Mbps,Latency_ms,Packet_Loss_pct,Doppler_Hz,Propagation_Delay_ms,Rain_Rate_mmhr,Rain_Fade_dB,Link_Quality_Index,Spectral_Efficiency_bps_hz
UE_018,LEO,920.7,10.909,8.209,-83.745,0.000165,952.237,20.138,2.9,-2732.0,3.07,0.0,0.0,63.73,2.93
UE_019,LEO,831.6,10.046,4.746,-84.577,0.00138,647.989,5.544,6.0,586.4,2.77,0.0,0.0,51.61,1.99
UE_000,LEO,932.2,11.423,8.323,-85.089,0.000154,962.932,17.215,1.8,-1510.7,3.11,0.0,0.0,64.13,2.96
UE_001,LEO,821.6,11.039,6.139,-83.981,0.000109,764.837,19.477,2.0,-3707.5,2.74,0.0,0.0,56.48,2.35
UE_002,LEO,823.1,10.625,5.425,-84.988,0.000135,703.905,12.487,1.3,-3715.6,2.74,0.0,0.0,53.99,2.17
UE_003,LEO,968.7,11.162,7.362,-85.119,0.000143,873.881,14.458,2.9,-3447.7,3.23,0.0,0.0,60.77,2.69
UE_004,LEO,1220.0,7.645,2.145,-85.377,0.00198,454.977,20.133,10.0,1226.7,4.07,0.0,0.0,42.51,1.4
UE_005,LEO,1594.6,8.447,2.947,-86.477,0.00179,510.546,19.63,11.0,-1971.9,5.32,0.0,0.0,45.31,1.57
UE_006,LEO,1814.4,6.338,3.738,-86.431,0.00172,568.947,23.096,12.0,-4134.3,6.05,0.0,0.0,48.08,1.75
UE_007,LEO,1604.3,7.817,2.617,-86.291,0.00199,487.256,13.695,13.0,-4359.2,5.35,0.0,0.0,44.16,1.5
UE_008,LEO,1219.6,7.747,2.447,-86.026,0.00177,475.484,9.13,7.0,-465.2,4.07,0.0,0.0,43.57,1.46
UE_009,LEO,937.9,10.481,7.581,-84.66,0.000128,893.895,18.253,2.6,-422.9,3.13,0.0,0.0,61.53,2.75
UE_010,LEO,810.5,11.043,6.143,-85.179,0.000189,765.217,18.403,0.8,2260.1,2.7,0.0,0.0,56.5,2.35
UE_011,LEO,817.2,10.679,5.979,-84.46,0.000183,751.079,9.448,1.7,1562.2,2.72,0.0,0.0,55.93,2.31
UE_012,LEO,948.1,11.008,7.408,-85.496,0.000133,878.01,6.32,1.7,212.9,3.16,0.0,0.0,60.93,2.7
UE_013,LEO,1228.6,8.506,4.806,-85.847,0.00111,652.787,18.191,10.0,2983.2,4.1,0.0,0.0,51.82,2.01
UE_014,LEO,1620.2,6.27,-0.73,-86.765,0.095,287.232,24.801,57.0,3581.1,5.4,0.0,0.0,32.44,0.88
UE_015,LEO,1848.0,7.054,4.154,-85.673,0.00154,600.955,12.32,12.0,4612.5,6.16,0.0,0.0,49.54,1.85
UE_016,LEO,1535.2,8.333,4.033,-85.934,0.00161,591.494,10.234,7.0,-4485.3,5.12,0.0,0.0,49.11,1.82
UE_017,LEO,1155.1,10.261,3.661,-85.37,0.00151,563.076,7.7,9.0,2877.8,3.85,0.0,0.0,47.81,1.73
UE_018,LEO,929.7,9.541,7.141,-86.129,0.00018,853.8,14.198,1.2,490.8,3.1,0.0,0.0,59.99,2.63
UE_019,LEO,815.1,11.299,5.899,-84.05,0.000192,744.17,17.434,2.4,257.3,2.72,0.0,0.0,55.65,2.29
UE_000,LEO,927.7,9.957,6.057,-84.922,0.000124,757.737,6.185,1.9,3903.0,3.09,0.0,0.0,56.2,2.33
UE_001,LEO,814.1,12.008,6.608,-83.696,0.000119,806.05,16.428,0.9,3684.3,2.71,0.0,0.0,58.13,2.48
UE_002,LEO,842.6,11.648,5.448,-85.176,0.000103,705.864,5.617,1.6,3757.4,2.81,0.0,0.0,54.07,2.17
UE_003,LEO,961.6,9.012,6.812,-84.994,0.000119,824.153,18.411,1.4,-2741.1,3.21,0.0,0.0,58.84,2.54
UE_004,LEO,1231.6,9.492,4.292,-84.354,0.0015,611.75,15.21,10.0,-311.2,4.11,0.0,0.0,50.02,1.88
UE_005,LEO,1614.1,8.088,1.388,-85.056,0.00134,405.881,12.76,9.0,-4468.5,5.38,0.0,0.0,39.86,1.25
UE_006,LEO,1824.8,5.212,2.612,-87.894,0.0016,486.887,12.165,12.0,1539.7,6.08,0.0,0.0,44.14,1.5
UE_007,LEO,1501.8,6.542,1.242,-86.829,0.00161,396.796,10.012,7.0,4510.8,5.01,0.0,0.0,39.35,1.22
UE_008,LEO,1194.1,8.868,3.368,-85.866,0.00121,541.186,12.961,5.0,3871.5,3.98,0.0,0.0,46.79,1.67
UE_009,LEO,925.6,11.872,9.072,-84.664,0.000102,1034.192,11.171,1.0,3978.4,3.09,0.0,0.0,66.75,3.18
UE_010,LEO,813.2,10.117,4.817,-85.941,0.00196,653.713,14.421,12.0,128.5,2.71,0.0,0.0,51.86,2.01
UE_011,LEO,848.9,9.692,5.392,-85.754,0.000133,701.153,11.66,0.1,-2596.0,2.83,0.0,0.0,53.87,2.16
UE_012,LEO,949.6,10.996,7.996,-84.702,0.000158,932.354,6.331,0.5,-4071.4,3.17,0.0,0.0,62.99,2.87
UE_013,LEO,1281.1,9.573,4.373,-85.313,0.00177,618.148,14.54,5.0,235.6,4.27,0.0,0.0,50.31,1.9
UE_014,LEO,1675.2,7.21,1.71,-87.295,0.001,426.354,12.168,9.0,-4380.3,5.58,0.0,0.0,40.99,1.31
UE_015,LEO,1864.9,6.713,3.013,-87.044,0.00178,515.299,23.433,11.0,-4719.1,6.22,0.0,0.0,45.55,1.59
UE_016,LEO,1513.0,6.905,1.505,-86.148,0.00193,413.218,22.087,7.0,4633.6,5.04,0.0,0.0,40.27,1.27
UE_017,LEO,1163.0,10.02,4.72,-84.69,0.00166,645.884,10.754,5.0,-1137.5,3.88,0.0,0.0,51.52,1.99
UE_018,LEO,919.7,11.817,8.017,-83.892,0.000133,934.23,16.131,1.2,-3762.1,3.07,0.0,0.0,63.06,2.87
UE_019,LEO,819.5,12.658,7.858,-84.671,0.000178,919.487,13.463,2.4,129.3,2.73,0.0,0.0,62.5,2.83
UE_000,LEO,891.9,11.533,8.733,-84.934,0.000179,1001.709,5.946,1.2,-3740.5,2.97,0.0,0.0,65.56,3.08
UE_001,LEO,808.8,12.859,8.159,-84.27,0.000124,947.568,5.392,2.9,-3140.9,2.7,0.0,0.0,63.56,2.92
UE_002,LEO,829.3,9.767,3.667,-85.616,0.00191,563.584,5.529,10.0,2690.5,2.76,0.0,0.0,47.84,1.73
UE_003,LEO,978.7,10.494,6.494,-85.353,0.000121,795.964,17.525,2.5,-1613.9,3.26,0.0,0.0,57.73,2.45
UE_004,LEO,1261.3,7.159,3.159,-85.721,0.00117,525.856,20.409,6.0,-4332.9,4.2,0.0,0.0,46.06,1.62
UE_005,LEO,1722.8,8.178,2.278,-85.811,0.00132,463.935,11.485,12.0,4154.4,5.74,0.0,0.0,42.97,1.43
UE_006,LEO,1785.4,6.312,3.312,-86.344,0.00115,537.104,21.903,5.0,1691.7,5.95,0.0,0.0,46.59,1.65
UE_007,LEO,1573.1,6.713,2.913,-87.144,0.00109,508.113,18.487,11.0,-808.9,5.24,0.0,0.0,45.19,1.56
UE_008,LEO,1144.4,7.916,1.816,-85.142,0.00191,433.172,7.629,9.0,4332.1,3.81,0.0,0.0,41.35,1.33
UE_009,LEO,904.7,10.732,6.732,-84.634,0.000153,817.043,6.031,0.9,1225.7,3.02,0.0,0.0,58.56,2.51
UE_010,LEO,816.5,11.486,6.986,-84.857,0.000139,839.798,13.443,0.7,641.4,2.72,0.0,0.0,59.45,2.58
UE_011,LEO,854.4,11.445,7.745,-84.078,0.000179,909.006,13.696,2.0,3493.2,2.85,0.0,0.0,62.11,2.8
UE_012,LEO,993.0,9.899,7.099,-84.651,0.000179,849.934,15.62,2.2,1284.7,3.31,0.0,0.0,59.85,2.62
UE_013,LEO,1281.7,8.271,3.971,-85.065,0.00177,586.707,8.545,7.0,-2113.4,4.27,0.0,0.0,48.9,1.81
UE_014,LEO,1622.5,6.263,0.763,-87.569,0.00131,367.977,10.817,8.0,-4657.7,5.41,0.0,0.0,37.67,1.13
UE_015,LEO,1844.1,7.964,5.464,-86.518,0.000172,707.184,24.294,0.7,2294.6,6.15,0.0,0.0,54.12,2.18
UE_016,LEO,1562.8,7.145,2.945,-85.528,0.00172,510.4,16.419,6.0,-3989.6,5.21,0.0,0.0,45.31,1.57
UE_017,LEO,1112.9,7.882,1.882,-86.059,0.00134,437.525,7.419,14.0,4169.6,3.71,0.0,0.0,41.59,1.35
UE_018,LEO,888.4,11.561,8.861,-84.52,0.00019,1013.922,14.923,1.6,882.6,2.96,0.0,0.0,66.01,3.12
UE_019,LEO,806.0,12.386,8.386,-83.207,0.00012,968.891,10.373,0.2,-1309.2,2.69,0.0,0.0,64.35,2.98
UE_000,LEO,897.6,9.888,6.688,-84.156,0.000195,813.086,18.984,2.5,-2791.7,2.99,0.0,0.0,58.41,2.5
UE_001,LEO,806.7,11.879,7.079,-84.561,0.000188,848.14,5.378,1.9,884.6,2.69,0.0,0.0,59.78,2.61
UE_002,LEO,834.8,10.318,3.918,-85.641,0.00124,582.67,6.565,9.0,-3532.5,2.78,0.0,0.0,48.71,1.79
UE_003,LEO,985.4,8.549,4.849,-86.625,0.00128,656.314,6.569,14.0,-2493.5,3.28,0.0,0.0,51.97,2.02
UE_004,LEO,1272.9,9.708,5.608,-85.746,0.000111,719.363,14.486,1.8,2642.0,4.24,0.0,0.0,54.63,2.21
UE_005,LEO,1728.1,7.364,0.664,-86.818,0.00127,362.211,11.52,6.0,-4034.3,5.76,0.0,0.0,37.32,1.11
UE_006,LEO,1831.3,7.996,4.896,-85.102,0.00118,660.121,12.209,6.0,2293.4,6.1,0.0,0.0,52.14,2.03
UE_007,LEO,1447.2,7.729,4.129,-85.636,0.001,598.953,9.648,12.0,-3421.4,4.82,0.0,0.0,49.45,1.84
UE_008,LEO,1110.0,8.598,1.698,-86.501,0.00198,425.536,19.4,11.0,-2167.1,3.7,0.0,0.0,40.94,1.31
UE_009,LEO,881.8,12.215,9.315,-83.393,0.000105,1057.569,17.878,2.7,1399.5,2.94,0.0,0.0,67.6,3.25
UE_010,LEO,816.0,11.791,7.591,-85.105,0.000136,894.789,19.44,0.5,2221.8,2.72,0.0,0.0,61.57,2.75
UE_011,LEO,844.4,10.232,5.432,-84.784,0.000136,704.471,12.63,2.9,2174.9,2.81,0.0,0.0,54.01,2.17
UE_012,LEO,1007.0,9.207,6.607,-85.997,0.000118,805.938,16.714,1.7,2957.4,3.36,0.0,0.0,58.12,2.48
UE_013,LEO,1309.2,9.155,4.355,-85.623,0.00163,616.707,8.728,8.0,3834.7,4.36,0.0,0.0,50.24,1.9
UE_014,LEO,1716.8,7.894,1.994,-86.253,0.00154,444.917,21.446,12.0,4447.3,5.72,0.0,0.0,41.98,1.37
UE_015,LEO,1827.9,7.404,4.904,-87.198,0.00157,660.811,22.186,6.0,1224.2,6.09,0.0,0.0,52.16,2.03
UE_016,LEO,1461.8,9.178,3.678,-84.911,0.00135,564.368,19.745,10.0,4593.5,4.87,0.0,0.0,47.87,1.74
UE_017,LEO,1085.9,10.531,3.731,-84.534,0.00115,568.422,17.239,10.0,-2529.2,3.62,0.0,0.0,48.06,1.75
UE_018,LEO,905.3,9.227,6.427,-86.286,0.000146,790.06,18.035,1.0,3210.1,3.02,0.0,0.0,57.49,2.43
UE_019,LEO,812.6,11.322,6.222,-83.539,0.000118,772.137,10.418,1.5,3553.8,2.71,0.0,0.0,56.78,2.38
UE_000,LEO,878.8,12.239,8.739,-83.781,0.000124,1002.309,5.859,1.5,-3340.2,2.93,0.0,0.0,65.59,3.08
UE_001,LEO,806.6,10.78,6.08,-85.11,0.000145,759.761,5.377,2.5,3514.3,2.69,0.0,0.0,56.28,2.34
UE_002,LEO,853.4,12.453,6.053,-83.973,0.000128,757.464,17.689,0.7,-2136.5,2.84,0.0,0.0,56.19,2.33
UE_003,LEO,1018.4,9.435,7.135,-86.083,0.000109,853.193,6.789,0.3,-1298.4,3.39,0.0,0.0,59.97,2.63
UE_004,LEO,1365.4,9.43,4.83,-85.685,0.00196,654.804,11.103,9.0,-4359.5,4.55,0.0,0.0,51.91,2.01
UE_005,LEO,1744.0,7.321,2.221,-86.14,0.00181,460.054,17.627,7.0,4079.5,5.81,0.0,0.0,42.77,1.42
UE_006,LEO,1800.1,6.175,2.675,-86.313,0.00198,491.26,20.001,8.0,-3281.4,6.0,0.0,0.0,44.36,1.51
UE_007,LEO,1428.8,7.694,3.194,-86.553,0.00124,528.455,19.525,6.0,4524.7,4.76,0.0,0.0,46.18,1.63
UE_008,LEO,1100.0,10.653,3.853,-85.674,0.00183,577.649,13.333,13.0,972.1,3.67,0.0,0.0,48.48,1.78
UE_009,LEO,889.6,11.151,7.251,-84.224,0.000156,863.751,17.931,1.3,0.0,2.97,0.0,0.0,60.38,2.66
UE_010,LEO,811.8,11.73,7.83,-84.935,0.000182,916.919,12.412,0.1,701.4,2.71,0.0,0.0,62.41,2.82
UE_011,LEO,858.9,12.306,8.406,-83.547,0.000143,970.764,15.726,1.4,1682.4,2.86,0.0,0.0,64.42,2.99
UE_012,LEO,1034.2,8.836,5.836,-85.782,0.000157,738.774,6.894,3.0,1515.0,3.45,0.0,0.0,55.43,2.27
UE_013,LEO,1312.8,8.64,3.34,-86.28,0.00163,539.146,8.752,13.0,-4455.6,4.38,0.0,0.0,46.69,1.66
UE_014,LEO,1694.5,7.556,1.956,-86.522,0.00135,442.376,21.297,5.0,2626.8,5.65,0.0,0.0,41.85,1.36
UE_015,LEO,1737.2,6.939,4.139,-85.93,0.00168,599.794,24.581,13.0,4157.7,5.79,0.0,0.0,49.49,1.85
UE_016,LEO,1461.7,7.178,2.578,-87.411,0.00183,484.518,9.745,12.0,-641.7,4.87,0.0,0.0,44.02,1.49
UE_017,LEO,1107.1,9.813,2.913,-85.293,0.00161,508.168,17.381,5.0,4201.9,3.69,0.0,0.0,45.2,1.56
UE_018,LEO,879.4,10.134,7.234,-84.033,0.000102,862.165,5.863,2.1,2400.2,2.93,0.0,0.0,60.32,2.65
UE_019,LEO,817.1,11.68,7.68,-84.96,0.000139,903.015,11.448,2.0,-1562.1,2.72,0.0,0.0,61.88,2.78
UE_000,LEO,885.2,11.087,7.787,-83.856,0.000139,912.914,5.901,0.2,-1338.9,2.95,0.0,0.0,62.26,2.81
UE_001,LEO,809.8,12.35,7.45,-84.025,0.000163,881.843,9.399,1.4,2810.0,2.7,0.0,0.0,61.07,2.71
UE_002,LEO,842.7,10.947,5.547,-83.927,0.000141,714.146,10.618,2.1,3739.6,2.81,0.0,0.0,54.41,2.2
UE_003,LEO,1014.1,9.862,7.362,-84.669,0.000125,873.81,6.761,1.2,3017.3,3.38,0.0,0.0,60.77,2.69
UE_004,LEO,1381.9,7.867,4.267,-85.266,0.00199,609.799,9.213,14.0,1785.1,4.61,0.0,0.0,49.94,1.88
UE_005,LEO,1758.1,5.384,-0.516,-87.808,0.068,297.956,11.721,54.0,-1917.4,5.86,0.0,0.0,33.19,0.92
UE_006,LEO,1728.7,6.162,3.062,-87.819,0.00165,518.857,23.525,14.0,-1218.2,5.76,0.0,0.0,45.72,1.6
UE_007,LEO,1470.9,6.546,2.646,-86.527,0.00127,489.28,15.806,10.0,-2377.1,4.9,0.0,0.0,44.26,1.51
UE_008,LEO,1101.5,10.044,4.244,-85.578,0.00169,607.985,17.343,11.0,-3212.9,3.67,0.0,0.0,49.85,1.87
UE_009,LEO,875.2,10.269,7.969,-84.566,0.000174,929.757,5.835,0.6,-2795.7,2.92,0.0,0.0,62.89,2.86
UE_010,LEO,811.0,11.338,6.038,-85.131,0.000151,756.158,18.406,2.5,-3658.8,2.7,0.0,0.0,56.13,2.33
UE_011,LEO,871.1,7.672,3.572,-86.164,0.00112,556.435,12.807,12.0,-1451.4,2.9,12.0,3.73,47.5,1.71
UE_012,LEO,1042.4,11.086,7.286,-83.657,0.000168,866.918,13.949,2.5,-1097.5,3.47,0.0,0.0,60.5,2.67
UE_013,LEO,1369.9,8.313,3.813,-85.244,0.001,574.621,11.133,10.0,3336.1,4.57,0.0,0.0,48.35,1.77
UE_014,LEO,1784.3,5.315,-1.385,-86.442,0.04,256.181,11.895,52.0,4242.5,5.95,0.0,0.0,30.15,0.79
UE_015,LEO,1836.4,6.583,4.283,-87.608,0.00163,611.044,12.242,6.0,-4215.8,6.12,0.0,0.0,49.99,1.88
UE_016,LEO,1391.2,8.032,3.732,-86.084,0.00124,568.487,16.275,5.0,4000.5,4.64,0.0,0.0,48.06,1.75
UE_017,LEO,1059.1,10.086,3.186,-85.157,0.00151,527.863,7.06,7.0,-4264.8,3.53,0.0,0.0,46.15,1.62
UE_018,LEO,887.9,9.965,7.265,-86.017,0.000163,865.022,18.919,2.5,-3883.9,2.96,0.0,0.0,60.43,2.66
UE_019,LEO,808.0,11.967,7.067,-84.617,0.000119,847.034,8.387,0.1,2763.3,2.69,0.0,0.0,59.73,2.61
UE_000,LEO,854.7,9.542,5.742,-85.229,0.000174,730.695,18.698,1.1,-2930.0,2.85,0.0,0.0,55.1,2.25
UE_001,LEO,819.2,10.96,6.66,-85.12,0.000101,810.672,9.462,2.3,-1021.0,2.73,0.0,0.0,58.31,2.49
UE_002,LEO,878.0,9.945,4.545,-86.027,0.00117,631.842,5.853,11.0,-876.1,2.93,0.0,0.0,50.91,1.94
UE_003,LEO,1044.6,11.073,8.373,-85.464,0.00013,967.6,6.964,2.1,4212.2,3.48,0.0,0.0,64.3,2.98
UE_004,LEO,1393.6,7.523,2.123,-87.038,0.00156,453.497,18.29,7.0,-557.6,4.65,0.0,0.0,42.43,1.4
UE_005,LEO,1776.6,5.735,0.535,-87.832,0.0015,354.774,17.844,5.0,3277.7,5.92,0.0,0.0,36.87,1.09
UE_006,LEO,1739.5,6.633,2.633,-87.583,0.0017,488.37,20.596,7.0,736.7,5.8,0.0,0.0,44.22,1.5
UE_007,LEO,1399.0,7.003,2.703,-86.498,0.00142,493.26,15.327,9.0,-4182.6,4.66,0.0,0.0,44.46,1.52
UE_008,LEO,1051.4,8.132,2.632,-86.734,0.00132,488.25,7.01,12.0,-2062.4,3.5,0.0,0.0,44.21,1.5
UE_009,LEO,865.1,10.253,6.353,-84.773,0.000189,783.553,5.767,1.1,-2212.2,2.88,0.0,0.0,57.24,2.41
UE_010,LEO,801.0,11.634,6.134,-83.683,0.000177,764.463,19.34,0.8,3047.4,2.67,0.0,0.0,56.47,2.35
UE_011,LEO,850.9,6.951,1.451,-85.825,0.00127,409.824,5.672,14.0,3123.1,2.84,12.0,3.62,40.08,1.26
UE_012,LEO,1053.6,8.319,5.919,-86.341,0.0001,745.853,21.024,2.4,-3400.1,3.51,0.0,0.0,55.72,2.29
UE_013,LEO,1372.5,9.203,5.503,-85.998,0.000182,710.49,9.15,2.0,477.0,4.57,0.0,0.0,54.26,2.19
UE_014,LEO,1802.4,6.169,-0.631,-86.516,0.025,292.153,16.016,34.0,-657.5,6.01,0.0,0.0,32.79,0.9
UE_015,LEO,1746.8,7.214,3.314,-85.793,0.00154,537.197,19.645,7.0,-1991.1,5.82,0.0,0.0,46.6,1.65
UE_016,LEO,1371.8,7.706,3.206,-86.347,0.00137,529.288,22.145,9.0,3169.5,4.57,0.0,0.0,46.22,1.63
UE_017,LEO,1047.6,10.254,3.254,-83.973,0.00185,532.849,14.984,14.0,2673.6,3.49,0.0,0.0,46.39,1.64
UE_018,LEO,854.3,9.645,6.845,-85.277,0.000168,827.166,10.695,0.5,2457.7,2.85,0.0,0.0,58.96,2.55
UE_019,LEO,805.1,11.894,7.094,-83.753,0.000189,849.544,15.367,3.0,2796.1,2.68,0.0,0.0,59.83,2.61
UE_000,LEO,853.4,11.453,8.153,-84.674,0.000166,946.967,14.69,1.1,-333.0,2.84,0.0,0.0,63.54,2.91
UE_001,LEO,815.0,10.3,5.6,-84.05,0.000126,718.678,12.433,1.9,-3286.1,2.72,0.0,0.0,54.6,2.21
UE_002,LEO,857.7,10.816,5.516,-85.192,0.000135,711.574,5.718,2.6,3735.9,2.86,0.0,0.0,54.31,2.19
UE_003,LEO,1056.0,9.005,6.405,-86.498,0.000155,788.081,10.04,2.5,223.0,3.52,0.0,0.0,57.42,2.42
UE_004,LEO,1460.6,6.282,2.082,-87.459,0.00118,450.728,16.737,11.0,4607.7,4.87,0.0,0.0,42.29,1.39
UE_005,LEO,1793.1,7.292,0.892,-86.754,0.00156,375.648,21.954,7.0,-820.0,5.98,0.0,0.0,38.12,1.16
UE_006,LEO,1697.7,6.147,3.347,-86.726,0.00161,539.668,12.318,7.0,-1295.0,5.66,0.0,0.0,46.72,1.66
UE_007,LEO,1370.2,7.612,2.612,-85.694,0.00185,486.881,12.135,6.0,-1180.6,4.57,0.0,0.0,44.14,1.5
UE_008,LEO,1050.5,9.437,3.637,-84.781,0.00181,561.294,7.003,12.0,-4246.9,3.5,0.0,0.0,47.73,1.73
UE_009,LEO,874.0,11.779,9.079,-85.011,0.000132,1034.802,5.827,2.7,1264.2,2.91,0.0,0.0,66.77,3.18
UE_010,LEO,823.8,10.218,6.318,-84.591,0.000116,780.499,18.492,0.4,3155.2,2.75,0.0,0.0,57.11,2.4
UE_011,LEO,863.8,7.873,2.573,-85.864,0.00112,484.146,5.758,12.0,1126.4,2.88,12.0,3.69,44.0,1.49
UE_012,LEO,1054.7,8.112,5.612,-85.944,0.000136,719.704,17.031,2.0,4026.9,3.52,0.0,0.0,54.64,2.21
UE_013,LEO,1470.9,6.646,2.946,-86.577,0.00176,510.514,23.806,6.0,-1272.2,4.9,0.0,0.0,45.31,1.57
UE_014,LEO,1758.5,7.482,1.982,-86.659,0.00107,444.124,21.724,14.0,-3447.7,5.86,0.0,0.0,41.94,1.37
UE_015,LEO,1729.1,6.061,3.861,-87.369,0.00137,578.31,11.527,5.0,-4422.9,5.76,0.0,0.0,48.51,1.78
UE_016,LEO,1382.2,8.066,4.066,-86.567,0.00104,594.098,18.215,12.0,-2812.8,4.61,0.0,0.0,49.23,1.83
UE_017,LEO,1029.1,9.067,3.167,-85.366,0.00148,526.487,7.861,9.0,3725.5,3.43,0.0,0.0,46.09,1.62
UE_018,LEO,869.7,10.614,6.714,-84.093,0.000112,815.446,6.798,1.0,-738.5,2.9,0.0,0.0,58.5,2.51
UE_019,LEO,816.7,12.084,7.284,-83.458,0.000163,866.711,5.445,2.0,2989.1,2.72,0.0,0.0,60.49,2.67
UE_000,LEO,841.6,9.657,6.057,-85.672,0.000156,757.754,18.611,0.9,3481.7,2.81,0.0,0.0,56.2,2.33
UE_001,LEO,817.0,10.081,4.881,-84.559,0.00147,658.947,5.447,10.0,3695.1,2.72,0.0,0.0,52.08,2.03
UE_002,LEO,876.3,9.96,4.66,-85.82,0.00138,641.006,9.842,8.0,-3868.3,2.92,0.0,0.0,51.31,1.97
UE_003,LEO,1089.6,8.611,5.511,-86.495,0.000114,711.113,9.264,2.3,3730.7,3.63,0.0,0.0,54.29,2.19
UE_004,LEO,1457.0,7.494,2.794,-85.953,0.00171,499.7,21.713,12.0,1576.3,4.86,0.0,0.0,44.78,1.54
UE_005,LEO,1848.6,6.353,0.053,-86.824,0.00119,327.858,12.324,8.0,2578.3,6.16,0.0,0.0,35.18,1.01
UE_006,LEO,1767.5,6.759,3.359,-87.221,0.00178,540.542,20.783,8.0,-3863.4,5.89,0.0,0.0,46.76,1.66
UE_007,LEO,1380.1,6.774,2.674,-86.213,0.00178,491.233,9.201,6.0,-3599.3,4.6,0.0,0.0,44.36,1.51
UE_008,LEO,996.1,8.478,3.178,-86.061,0.0013,527.264,16.641,6.0,-3886.5,3.32,0.0,0.0,46.12,1.62
UE_009,LEO,851.9,9.866,7.366,-85.667,0.000129,874.235,5.679,0.5,1242.3,2.84,0.0,0.0,60.78,2.69
UE_010,LEO,827.5,10.784,5.784,-84.408,0.000186,734.289,18.517,0.3,-1091.7,2.76,0.0,0.0,55.24,2.26
UE_011,LEO,888.1,6.943,0.943,-85.829,0.00143,378.644,14.921,7.0,3708.9,2.96,12.0,3.82,38.3,1.17
UE_012,LEO,1116.8,10.461,7.861,-83.869,0.00015,919.76,16.445,0.5,1971.4,3.72,0.0,0.0,62.51,2.83
UE_013,LEO,1424.3,8.211,3.011,-86.095,0.00178,515.127,17.495,7.0,4558.0,4.75,0.0,0.0,45.54,1.59
UE_014,LEO,1846.1,7.359,1.659,-86.42,0.0019,423.062,26.307,13.0,-3105.4,6.15,0.0,0.0,40.81,1.3
UE_015,LEO,1678.8,7.0,4.8,-87.1,0.00152,652.332,16.192,6.0,-3698.1,5.6,0.0,0.0,51.8,2.01
UE_016,LEO,1304.0,8.676,4.376,-85.962,0.00186,618.402,8.693,11.0,-3560.3,4.35,0.0,0.0,50.32,1.9
UE_017,LEO,1009.1,8.493,1.993,-84.953,0.00173,444.851,12.728,9.0,-1293.6,3.36,0.0,0.0,41.98,1.37
UE_018,LEO,852.8,11.858,8.658,-85.071,0.000188,994.631,19.686,1.5,-1613.9,2.84,0.0,0.0,65.3,3.06
UE_019,LEO,800.9,11.435,6.935,-84.783,0.000172,835.18,9.34,1.2,1242.7,2.67,0.0,0.0,59.27,2.57
UE_000,LEO,858.7,12.107,9.107,-83.646,0.000121,1037.563,5.725,2.3,3766.9,2.86,0.0,0.0,66.88,3.19
UE_001,LEO,826.9,11.49,6.39,-85.055,0.000198,786.782,8.512,1.4,-583.8,2.76,0.0,0.0,57.36,2.42
UE_002,LEO,885.6,10.283,4.783,-84.358,0.001,650.965,10.904,6.0,-3702.6,2.95,0.0,0.0,51.74,2.0
UE_003,LEO,1110.8,10.393,6.593,-84.503,0.000119,804.707,17.406,2.5,603.3,3.7,0.0,0.0,58.08,2.48
UE_004,LEO,1522.0,6.775,1.575,-85.812,0.00108,417.691,10.147,7.0,2791.3,5.07,0.0,0.0,40.51,1.29
UE_005,LEO,1854.0,7.24,0.84,-85.78,0.00131,372.512,19.36,13.0,-2578.9,6.18,0.0,0.0,37.94,1.15
UE_006,LEO,1647.5,7.59,3.89,-86.905,0.00199,580.489,11.983,10.0,2270.6,5.49,0.0,0.0,48.61,1.79
UE_007,LEO,1354.8,7.672,2.672,-86.364,0.00117,491.061,9.032,13.0,-2611.0,4.52,0.0,0.0,44.35,1.51
UE_008,LEO,1016.9,8.644,2.144,-84.778,0.00187,454.877,7.779,10.0,292.9,3.39,0.0,0.0,42.5,1.4
UE_009,LEO,831.6,11.647,9.447,-84.777,0.000155,1070.317,7.544,1.9,2459.1,2.77,0.0,0.0,68.06,3.29
UE_010,LEO,803.2,10.613,6.613,-84.693,0.000123,806.479,15.354,2.2,1481.5,2.68,0.0,0.0,58.15,2.48
UE_011,LEO,901.6,6.663,0.963,-87.169,0.00173,379.856,6.011,7.0,2097.7,3.01,12.0,3.89,38.37,1.17
UE_012,LEO,1121.2,9.538,7.038,-85.131,0.000195,844.418,7.474,0.3,2431.2,3.74,0.0,0.0,59.63,2.6
UE_013,LEO,1491.4,7.076,2.376,-86.462,0.00128,470.616,10.943,13.0,-4156.8,4.97,0.0,0.0,43.32,1.45
UE_014,LEO,1737.0,8.04,1.24,-85.08,0.0014,396.695,11.58,11.0,4195.6,5.79,0.0,0.0,39.34,1.22
UE_015,LEO,1744.5,7.52,4.92,-85.94,0.00172,662.081,14.63,8.0,4269.4,5.81,0.0,0.0,52.22,2.04
UE_016,LEO,1300.3,9.292,4.192,-85.154,0.00156,603.879,15.669,12.0,4381.3,4.33,0.0,0.0,49.67,1.86
UE_017,LEO,1008.8,9.696,4.196,-85.352,0.00107,604.186,11.725,11.0,941.5,3.36,0.0,0.0,49.68,1.86
UE_018,LEO,838.7,9.782,6.882,-86.009,0.000177,830.475,8.592,2.1,3588.1,2.8,0.0,0.0,59.09,2.56
