UE_ID,distance_km,SNR_dB,SINR_dB,RSSI_dBm,BER,Throughput_Mbps,Latency_ms,Packet_Loss_pct,Doppler_Hz,Propagation_Delay_ms,Rain_Rate_mmhr,Rain_Fade_dB,Link_Quality_Index,Spectral_Efficiency_bps_hz,altitude_m,speed_ms,network_type,Log_Throughput_Mbps,Log_BER,Log_Packet_Loss_pct,Area,Available_Networks
UE_000,1.1155,29.779,26.824,-56.717,3.03e-06,124.792,1.69,0.25,6.0,0.0037,0.0,0.0,100.0,8.91,150.1,17.56,UAV,4.83462974923945,5.518557228166206,0.22314355131420976,Desert,"UAV,HAPS,SAT (LEO)"
UE_001,1.6622,26.227,23.179,-57.948,7.54e-06,107.896,1.85,0.32,85.7,0.0055,0.0,0.0,100.0,7.71,253.0,12.04,UAV,4.6903932983184955,5.122628596531492,0.2776317365982795,Highway,"NR_5G,UAV,HAPS,SAT (LEO)"
UE_002,1.061,36.937,33.819,-51.539,1.58e-05,157.289,1.12,0.1,90.5,0.0035,0.0,0.0,100.0,11.23,395.7,14.38,UAV,5.064422476159213,4.801342885558586,0.09531017980432487,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
UE_003,0.9723,38.726,37.741,-51.077,1.682e-05,175.523,1.22,0.11,142.5,0.0032,0.0,0.0,100.0,12.54,468.5,19.73,UAV,5.173451179498262,4.774173982717984,0.10436001532424277,Desert,"UAV,HAPS,SAT (LEO)"
UE_004,0.9522,30.033,25.65,-54.057,2.009e-05,119.347,1.5,0.35,-40.0,0.0032,0.0,0.0,100.0,8.52,213.2,11.58,UAV,4.790379236623003,4.697020041634306,0.3001045924503381,Maritime,"UAV,HAPS,SAT (LEO)"
UE_005,1.1768,33.548,29.676,-53.587,3.38e-06,138.035,1.83,0.13,-35.8,0.0039,0.0,0.0,100.0,9.86,391.7,10.93,UAV,4.934725699995906,5.4710831712328725,0.12221763272424921,Highway,"NR_5G,UAV,HAPS,SAT (LEO)"
UE_006,1.5292,26.256,23.769,-57.464,9.64e-06,110.626,1.76,0.15,39.8,0.0051,0.0,0.0,100.0,7.9,184.3,14.61,UAV,4.7151539977231645,5.015922921045877,0.1397619423751587,Rural,"NR_5G,WiFi,HAPS,SAT (LEO),UAV"
UE_007,0.5195,40.855,38.54,-49.182,1.85e-06,179.24,1.46,1.6,-79.9,0.0017,0.0,0.0,100.0,12.8,333.9,14.98,UAV,5.194289296123989,5.732828036843276,0.9555114450274363,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
UE_008,0.4953,40.159,36.914,-49.42,1.078e-05,171.68,1.89,2.12,-49.6,0.0017,0.0,0.0,100.0,12.26,222.9,12.73,UAV,5.151440170687277,4.967381198862224,1.1378330018213911,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
UE_009,1.0969,37.182,36.802,-50.476,8.62e-06,171.159,1.35,0.17,98.9,0.0037,0.0,0.0,100.0,12.23,486.5,12.44,UAV,5.148418468406364,5.0644926837931,0.15700374880966478,Desert,"UAV,HAPS,SAT (LEO)"
UE_010,1.6779,25.281,20.476,-58.987,1.48e-06,95.406,1.8,0.1,8.7,0.0056,0.0,0.0,100.0,6.81,265.4,19.22,UAV,4.5685684403435305,5.829737991162924,0.09531017980432487,Rural,"NR_5G,WiFi,HAPS,SAT (LEO),UAV"
UE_011,2.0285,22.491,19.289,-59.894,3.68e-06,89.942,1.72,0.52,-141.3,0.0068,0.0,0.0,100.0,6.42,443.5,18.64,UAV,4.5102219406775745,5.434152063311694,0.41871033485818504,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
UE_012,1.2766,27.822,25.87,-56.949,4.85e-06,120.364,1.47,0.1,86.7,0.0043,0.0,0.0,100.0,8.6,168.1,14.15,UAV,4.798794294286172,5.314258171852492,0.09531017980432487,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
UE_013,1.4425,26.835,24.596,-55.476,8.72e-06,114.457,1.28,0.72,-100.1,0.0048,0.0,0.0,100.0,8.18,275.3,18.21,UAV,4.7488981662707985,5.059483465263023,0.5423242908253617,Rural,"NR_5G,WiFi,HAPS,SAT (LEO),UAV"
UE_014,2.2048,20.346,15.549,-59.25,0.00010203,72.869,1.46,1.42,106.0,0.0073,0.0,0.0,89.422,5.2,500.0,15.87,UAV,4.302293254153768,3.9912721090910783,0.883767540168595,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
UE_015,1.9785,25.249,23.338,-56.888,1.68e-05,108.632,1.32,1.48,24.1,0.0066,0.0,0.0,100.0,7.76,336.0,11.49,UAV,4.697129302701655,4.774690692423276,0.9082585601768908,Maritime,"UAV,HAPS,SAT (LEO)"
UE_016,1.7983,26.33,22.918,-57.323,5.33e-06,106.689,1.42,0.14,95.1,0.006,0.0,0.0,100.0,7.62,241.6,15.52,UAV,4.679247443384406,5.273272709492295,0.13102826240640408,Highway,"NR_5G,UAV,HAPS,SAT (LEO)"
UE_017,0.3341,51.259,48.294,-46.579,4.61e-06,224.599,1.63,1.68,-58.6,0.0011,0.0,0.0,100.0,16.04,328.9,13.22,UAV,5.418759086989966,5.336298980403316,0.9858167945227653,Highway,"NR_5G,UAV,HAPS,SAT (LEO)"
UE_018,1.8172,27.534,25.126,-58.271,1.108e-05,116.917,1.71,0.5,-38.7,0.0061,0.0,0.0,100.0,8.35,260.6,15.72,UAV,4.769980987140466,4.955460200411338,0.4054651081081644,Rural,"NR_5G,WiFi,HAPS,SAT (LEO),UAV"
UE_019,1.2361,34.657,30.814,-54.252,1.16e-06,143.322,1.64,1.84,-38.1,0.0041,0.0,0.0,100.0,10.24,425.2,10.44,UAV,4.972046914311417,5.935541636381449,1.0438040521731147,Highway,"NR_5G,UAV,HAPS,SAT (LEO)"
UE_000,0.9742,32.392,28.181,-53.569,8.71e-06,131.09,1.6,0.1,6.2,0.0032,0.0,0.0,100.0,9.36,145.6,18.11,UAV,4.883483508435773,5.059981795130746,0.09531017980432487,Rural,"NR_5G,WiFi,HAPS,SAT (LEO),UAV"
UE_001,1.5262,27.496,25.065,-57.127,5e-06,116.634,1.46,1.26,129.7,0.0051,0.0,0.0,100.0,8.33,265.4,18.21,UAV,4.76757810932491,5.301029908805093,0.8153648132841945,Highway,"NR_5G,UAV,HAPS,SAT (LEO)"
UE_002,0.9603,36.222,34.492,-51.707,3.48e-06,160.421,1.54,0.13,65.3,0.0032,0.0,0.0,100.0,11.46,379.7,10.37,UAV,5.084015858896242,5.458420631256172,0.12221763272424921,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
UE_003,0.8779,38.415,35.598,-49.283,5.02e-06,165.563,1.4,1.67,135.0,0.0029,0.0,0.0,100.0,11.83,467.1,18.7,UAV,5.115373616231831,5.299296196342144,0.9820784724121582,Rural,"NR_5G,WiFi,HAPS,SAT (LEO),UAV"
UE_004,0.989,32.574,29.064,-53.983,1.079e-05,135.191,1.66,1.28,-52.7,0.0033,0.0,0.0,100.0,9.66,235.5,15.26,UAV,4.914058312236925,4.966978515067371,0.8241754429663494,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
UE_005,1.1358,33.174,28.621,-52.449,1.074e-05,133.136,1.15,0.82,-46.1,0.0038,0.0,0.0,100.0,9.51,400.1,14.1,UAV,4.898854210635506,4.968995678199362,0.598836501088704,Rural,"NR_5G,WiFi,HAPS,SAT (LEO),UAV"
UE_006,1.5159,27.928,27.805,-56.81,1.345e-05,129.344,1.31,0.16,40.0,0.0051,0.0,0.0,100.0,9.24,170.5,14.69,UAV,4.870177109400654,4.871277683372022,0.1484200051182733,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
UE_007,0.458,45.96,43.796,-47.911,2.425e-05,203.683,1.77,2.35,-90.2,0.0015,0.0,0.0,100.0,14.55,311.8,16.93,UAV,5.321462440855079,4.615288239152667,1.208960345836975,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
UE_008,0.3134,45.42,40.295,-44.844,2.29e-06,187.4,1.34,0.1,72.1,0.001,0.0,0.0,100.0,13.39,117.2,18.52,UAV,5.238567362142263,5.640164328011908,0.09531017980432487,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
UE_009,0.9859,37.718,36.308,-50.924,5.42e-06,168.863,1.69,0.13,104.7,0.0033,0.0,0.0,100.0,12.06,485.5,13.17,UAV,5.134992229799573,5.266000633333487,0.12221763272424921,Rural,"NR_5G,WiFi,HAPS,SAT (LEO),UAV"
UE_010,1.641,29.442,27.787,-53.686,6.11e-06,129.264,1.07,2.18,8.4,0.0055,0.0,0.0,100.0,9.23,255.0,18.72,UAV,4.86956316046192,5.213958718678159,1.1568811967920856,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
UE_011,2.0066,24.736,21.517,-55.093,6.24e-06,100.212,1.91,0.41,123.6,0.0067,0.0,0.0,100.0,7.16,453.8,16.31,UAV,4.617217326898758,5.204815340719107,0.3435897043900769,Desert,"UAV,HAPS,SAT (LEO)"
UE_012,1.3514,28.068,25.642,-56.978,1.755e-05,119.306,1.1,0.62,-107.1,0.0045,0.0,0.0,100.0,8.52,169.4,17.47,UAV,4.790038497048622,4.755722854452033,0.4824261492442927,Rural,"NR_5G,WiFi,HAPS,SAT (LEO),UAV"
UE_013,1.2817,28.42,26.048,-54.52,9.18e-06,121.193,1.41,0.48,-89.8,0.0043,0.0,0.0,100.0,8.66,271.2,16.34,UAV,4.805601761954364,5.037157271489993,0.3920420877760237,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
UE_014,2.1323,23.955,18.452,-58.268,3.73e-06,86.099,1.06,0.55,-113.1,0.0071,0.0,0.0,99.581,6.15,417.0,16.94,UAV,4.467045402736292,5.4282910517584915,0.4382549309311553,Rural,"NR_5G,WiFi,HAPS,SAT (LEO),UAV"
UE_015,1.9505,26.325,24.167,-55.757,1.945e-05,112.472,1.35,0.8,37.6,0.0065,0.0,0.0,100.0,8.03,365.5,17.96,UAV,4.731556110451742,4.711080372009509,0.5877866649021191,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
UE_016,1.6841,25.99,21.884,-54.431,1.59e-06,101.906,1.52,0.1,70.2,0.0056,0.0,0.0,100.0,7.28,234.7,11.46,UAV,4.633815950177999,5.798602602538451,0.09531017980432487,Desert,"UAV,HAPS,SAT (LEO)"
UE_017,0.3771,48.218,44.892,-46.006,2.55e-06,208.782,1.07,0.17,-79.4,0.0013,0.0,0.0,100.0,14.91,335.3,17.93,UAV,5.346068896285323,5.593459649254517,0.15700374880966478,Rural,"NR_5G,WiFi,HAPS,SAT (LEO),UAV"
UE_018,1.7793,25.867,23.323,-57.78,2.06e-06,108.563,1.23,1.2,-46.1,0.0059,0.0,0.0,100.0,7.75,280.3,18.71,UAV,4.696499726276288,5.6861325688083335,0.7884573603642702,Maritime,"UAV,HAPS,SAT (LEO)"
UE_019,1.253,35.045,29.385,-54.556,1.341e-05,136.686,1.42,0.66,-69.8,0.0042,0.0,0.0,100.0,9.76,428.7,19.13,UAV,4.924975730268085,4.872571189762535,0.5068176023684519,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
UE_000,0.885,31.468,29.097,-55.673,8.78e-06,135.345,1.01,0.83,4.3,0.0029,0.0,0.0,100.0,9.67,142.6,12.54,UAV,4.915188438285524,5.056505434629837,0.6043159668533294,Rural,"NR_5G,WiFi,HAPS,SAT (LEO),UAV"
UE_001,1.4018,27.445,24.375,-55.792,8.73e-06,113.434,1.62,0.86,128.6,0.0047,0.0,0.0,100.0,8.1,277.7,18.05,UAV,4.739998237586898,5.05898570654707,0.6205764877251099,Rural,"NR_5G,WiFi,HAPS,SAT (LEO),UAV"
UE_002,0.8487,37.428,32.299,-51.81,5.89e-06,150.227,1.32,0.85,72.9,0.0028,0.0,0.0,100.0,10.73,361.8,11.58,UAV,5.018782019232025,5.229884631478697,0.6151856390902334,Desert,"UAV,HAPS,SAT (LEO)"
UE_003,0.8228,40.089,37.859,-49.142,1.04e-05,176.076,1.39,1.55,114.7,0.0027,0.0,0.0,100.0,12.58,466.0,15.88,UAV,5.1765790189483205,4.982966618942137,0.9360933591703349,Rural,"NR_5G,WiFi,HAPS,SAT (LEO),UAV"
UE_004,1.035,30.081,28.24,-56.041,7.16e-06,131.366,1.19,0.28,-43.2,0.0035,0.0,0.0,100.0,9.38,253.7,12.5,UAV,4.8855708129416815,5.145086917036495,0.2468600779315258,Rural,"NR_5G,WiFi,HAPS,SAT (LEO),UAV"
UE_005,1.0703,31.826,29.591,-55.328,9.16e-06,137.641,1.22,0.38,-44.0,0.0036,0.0,0.0,100.0,9.83,388.1,13.85,UAV,4.9318878583069,5.038104478920091,0.3220834991691133,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
UE_006,1.5174,24.964,23.57,-58.798,1.855e-05,109.706,1.9,0.64,42.8,0.0051,0.0,0.0,100.0,7.84,155.7,15.72,UAV,4.7068780387878,4.7316560626368345,0.49469624183610705,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
UE_007,0.4499,43.229,39.684,-47.414,1.31e-06,184.56,1.6,1.29,-69.0,0.0015,0.0,0.0,100.0,13.18,294.9,12.95,UAV,5.223378279883543,5.882728372821857,0.8285518175661483,Rural,"NR_5G,WiFi,HAPS,SAT (LEO),UAV"
UE_008,0.4382,41.541,37.484,-48.922,1.81e-05,174.332,1.62,0.8,-49.6,0.0015,0.0,0.0,100.0,12.45,189.9,12.74,UAV,5.166681319477948,4.742321401136646,0.5877866649021191,Rural,"NR_5G,WiFi,HAPS,SAT (LEO),UAV"
UE_009,0.8478,39.421,37.003,-51.578,2.01e-06,172.092,1.55,0.25,138.7,0.0028,0.0,0.0,100.0,12.29,484.1,17.45,UAV,5.153823245054088,5.696803726512658,0.22314355131420976,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
UE_010,1.6264,26.99,23.012,-56.097,1.803e-05,107.121,1.27,0.84,6.7,0.0054,0.0,0.0,100.0,7.65,246.6,14.97,UAV,4.683250970348087,4.744004249190273,0.6097655716208943,Maritime,"UAV,HAPS,SAT (LEO)"
UE_011,2.0315,24.061,20.588,-56.349,1.67e-05,95.923,1.33,0.87,-136.3,0.0068,0.0,0.0,100.0,6.85,442.4,17.99,UAV,4.573916848832878,4.7772835028467595,0.6259384308664953,Desert,"UAV,HAPS,SAT (LEO)"
UE_012,1.2807,26.01,22.731,-57.62,1.26e-06,105.822,1.62,0.15,100.3,0.0043,0.0,0.0,100.0,7.56,168.2,16.37,UAV,4.671163897821914,5.899629110204414,0.1397619423751587,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
UE_013,1.1131,29.468,26.666,-56.7,6.81e-06,124.061,1.76,0.39,-94.6,0.0037,0.0,0.0,100.0,8.86,266.9,17.21,UAV,4.828801618269025,5.166852824314168,0.3293037471426004,Rural,"NR_5G,WiFi,HAPS,SAT (LEO),UAV"
UE_014,2.2018,22.681,17.329,-59.636,1.154e-05,80.961,1.6,0.67,108.7,0.0073,0.0,0.0,95.651,5.78,496.8,16.28,UAV,4.406243524369961,4.937794153546451,0.5128236264286639,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
UE_015,1.9404,28.285,25.981,-55.762,2.79e-06,120.879,1.53,0.19,27.4,0.0065,0.0,0.0,100.0,8.63,387.0,13.09,UAV,4.803028749292251,5.554395641065326,0.17395330712343804,Highway,"NR_5G,UAV,HAPS,SAT (LEO)"
UE_016,1.5115,26.47,23.592,-54.205,1.96e-06,109.805,1.28,0.33,106.2,0.005,0.0,0.0,100.0,7.84,224.3,17.32,UAV,4.707771899648811,5.707743707064763,0.2851789422336624,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
UE_017,0.4836,44.703,40.945,-47.469,4.35e-06,190.427,1.12,0.55,-77.4,0.0016,0.0,0.0,100.0,13.6,341.6,17.47,UAV,5.2545065349007265,5.361510643207562,0.4382549309311553,Highway,"NR_5G,UAV,HAPS,SAT (LEO)"
UE_018,1.7625,25.058,24.87,-56.763,6.62e-06,115.73,1.49,1.29,-37.9,0.0059,0.0,0.0,100.0,8.27,296.5,15.39,UAV,4.759863575664572,5.179141944956909,0.8285518175661483,Highway,"NR_5G,UAV,HAPS,SAT (LEO)"
UE_019,1.2982,31.023,28.952,-56.252,1.244e-05,134.673,1.24,0.1,-69.8,0.0043,0.0,0.0,100.0,9.62,432.2,19.13,UAV,4.910247578731549,4.90517958473407,0.09531017980432487,Maritime,"UAV,HAPS,SAT (LEO)"
UE_000,0.7732,33.043,31.664,-53.301,1.435e-05,147.271,1.73,1.65,6.3,0.0026,0.0,0.0,100.0,10.52,138.1,18.25,UAV,4.999041680459879,4.843148068665566,0.9745596399981308,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
UE_001,1.294,29.908,27.526,-53.76,1.162e-05,128.052,1.11,1.51,124.4,0.0043,0.0,0.0,100.0,9.15,289.6,17.47,UAV,4.8602154239135755,4.934793834570949,0.9202827531436926,Desert,"UAV,HAPS,SAT (LEO)"
UE_002,0.6627,42.389,36.728,-48.376,3.08e-06,170.815,1.87,0.16,123.6,0.0022,0.0,0.0,100.0,12.2,331.5,19.63,UAV,5.146418316565329,5.511449142494877,0.1484200051182733,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
UE_003,0.7947,42.144,40.278,-48.481,3.13e-06,187.324,1.89,2.83,134.4,0.0026,0.0,0.0,100.0,13.38,464.6,18.6,UAV,5.238163883728193,5.504455523701343,1.3428648031925547,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
UE_004,1.1319,29.785,27.467,-55.079,1.3e-06,127.776,1.34,0.31,-68.0,0.0038,0.0,0.0,100.0,9.13,282.4,19.67,UAV,4.858074460903929,5.886056313620613,0.27002713721306015,Rural,"NR_5G,WiFi,HAPS,SAT (LEO),UAV"
UE_005,1.0077,32.747,29.248,-54.669,1.378e-05,136.046,1.49,1.03,-56.9,0.0034,0.0,0.0,100.0,9.72,372.6,17.91,UAV,4.920316635894552,4.8607507509121035,0.708035793053696,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
UE_006,1.5332,26.929,24.489,-55.089,2.97e-06,113.963,1.62,0.31,39.6,0.0051,0.0,0.0,100.0,8.14,142.0,14.55,UAV,4.744610337463677,5.527243404455714,0.27002713721306015,Maritime,"UAV,HAPS,SAT (LEO)"
UE_007,0.4889,46.437,43.72,-48.131,6.86e-06,203.331,1.85,0.1,-84.5,0.0016,0.0,0.0,100.0,14.52,274.2,15.85,UAV,5.319741227953309,5.163675820985019,0.09531017980432487,Maritime,"UAV,HAPS,SAT (LEO)"
UE_008,0.3295,44.687,41.752,-48.174,1.509e-05,194.178,1.02,0.52,43.1,0.0011,0.0,0.0,100.0,13.87,126.7,11.08,UAV,5.273911962709283,4.821310731444127,0.41871033485818504,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
UE_009,0.7168,43.193,41.507,-50.085,1.859e-05,193.037,1.83,1.07,149.8,0.0024,0.0,0.0,100.0,13.79,482.6,18.84,UAV,5.268048862527751,4.730720586866377,0.7275486072772778,Desert,"UAV,HAPS,SAT (LEO)"
UE_010,1.6247,26.075,22.794,-58.307,1.019e-05,106.112,1.75,0.28,5.5,0.0054,0.0,0.0,100.0,7.58,239.9,12.21,UAV,4.673875015995079,4.991825773373901,0.2468600779315258,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
UE_011,2.0056,21.975,16.768,-60.083,7.83e-06,78.404,1.38,2.4,144.7,0.0067,0.0,0.0,93.688,5.6,454.5,19.09,UAV,4.374548744817923,5.106238182476609,1.2237754316221157,Rural,"NR_5G,WiFi,HAPS,SAT (LEO),UAV"
UE_012,1.3282,29.932,27.718,-55.083,7.75e-06,128.943,1.28,0.76,-69.9,0.0044,0.0,0.0,100.0,9.21,169.1,11.4,UAV,4.867095892764754,5.110698241455696,0.5653138090500605,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
UE_013,0.9679,36.955,35.576,-53.093,1.74e-06,165.458,1.8,0.16,-82.1,0.0032,0.0,0.0,100.0,11.82,263.2,14.93,UAV,5.114743025347296,5.7594505021229425,0.1484200051182733,Desert,"UAV,HAPS,SAT (LEO)"
UE_014,2.1522,23.328,18.773,-58.973,1.289e-05,87.574,1.62,0.1,-75.8,0.0072,0.0,0.0,100.0,6.26,441.1,11.36,UAV,4.48383836082046,4.889747048954241,0.09531017980432487,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
UE_015,1.9406,24.602,21.429,-56.903,1.149e-05,99.803,1.39,0.13,36.5,0.0065,0.0,0.0,100.0,7.13,415.6,17.43,UAV,4.613168117099153,4.939679933514111,0.12221763272424921,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
UE_016,1.338,27.563,25.196,-56.015,1.616e-05,117.241,1.38,0.72,106.8,0.0045,0.0,0.0,100.0,8.37,213.8,17.42,UAV,4.772724914538959,4.791558616686775,0.5423242908253617,Rural,"NR_5G,WiFi,HAPS,SAT (LEO),UAV"
UE_017,0.5682,42.571,38.736,-49.077,6.84e-06,180.152,1.37,0.11,-48.7,0.0019,0.0,0.0,100.0,12.87,345.5,10.99,UAV,5.199336457854249,5.164943834786543,0.10436001532424277,Desert,"UAV,HAPS,SAT (LEO)"
UE_018,1.7604,26.438,24.772,-56.123,2.11e-05,115.275,1.35,0.1,-48.1,0.0059,0.0,0.0,100.0,8.23,317.0,19.52,UAV,4.75595807511016,4.675717524119631,0.09531017980432487,Desert,"UAV,HAPS,SAT (LEO)"
UE_019,1.3493,29.696,25.438,-54.268,1.051e-05,118.364,1.78,0.55,-52.7,0.0045,0.0,0.0,100.0,8.45,434.8,14.43,UAV,4.782177647958277,4.978397242649735,0.4382549309311553,Highway,"NR_5G,UAV,HAPS,SAT (LEO)"
UE_000,0.72,32.998,31.221,-53.518,1.288e-05,145.217,1.49,0.52,3.8,0.0024,0.0,0.0,100.0,10.37,135.5,10.99,UAV,4.985091819625558,4.890084103257692,0.41871033485818504,Desert,"UAV,HAPS,SAT (LEO)"
UE_001,1.1912,31.21,28.553,-53.071,1.232e-05,132.82,1.37,0.67,140.9,0.004,0.0,0.0,100.0,9.49,303.0,19.78,UAV,4.896495613354671,4.909389256920419,0.5128236264286639,Desert,"UAV,HAPS,SAT (LEO)"
UE_002,0.5535,44.934,40.575,-46.942,1.209e-05,188.704,1.77,1.52,74.9,0.0018,0.0,0.0,100.0,13.48,313.1,11.9,UAV,5.245464962643808,4.9175736632174365,0.9242589015233319,Rural,"NR_5G,WiFi,HAPS,SAT (LEO),UAV"
UE_003,0.8026,41.439,40.154,-48.778,9.57e-06,186.747,1.58,0.91,105.1,0.0027,0.0,0.0,100.0,13.34,463.5,14.55,UAV,5.23509531182151,5.0190880168423355,0.6471032420585384,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
UE_004,1.2283,31.208,28.857,-54.563,2.47e-06,134.232,1.72,0.33,-55.2,0.0041,0.0,0.0,100.0,9.59,305.6,15.97,UAV,4.906991821993591,5.607302870912644,0.2851789422336624,Maritime,"UAV,HAPS,SAT (LEO)"
UE_005,0.9813,34.051,30.546,-52.556,5e-06,142.077,1.51,0.57,-39.5,0.0033,0.0,0.0,100.0,10.15,361.8,12.44,UAV,4.963382946879975,5.301029908805093,0.4510756193602166,Highway,"NR_5G,UAV,HAPS,SAT (LEO)"
UE_006,1.5202,27.569,25.616,-57.575,8.46e-06,119.187,1.2,0.8,-29.1,0.0051,0.0,0.0,100.0,8.51,152.0,10.69,UAV,4.789048863173939,5.0726295856259345,0.5877866649021191,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
UE_007,0.5489,42.374,39.588,-48.546,5.01e-06,184.113,1.3,0.62,-64.8,0.0018,0.0,0.0,100.0,13.15,258.3,12.16,UAV,5.22096644942014,5.3001621874472375,0.4824261492442927,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
UE_008,0.4421,41.867,38.146,-48.458,2.87e-06,177.411,1.01,0.1,-44.7,0.0015,0.0,0.0,100.0,12.67,192.1,11.48,UAV,5.184089877437884,5.542117951943915,0.09531017980432487,Highway,"NR_5G,UAV,HAPS,SAT (LEO)"
UE_009,0.6174,43.374,41.782,-48.5,5.05e-06,194.317,1.12,0.99,147.8,0.0021,0.0,0.0,100.0,13.88,481.2,18.58,UAV,5.274623879665304,5.2967085358824395,0.688134638736401,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
UE_010,1.6324,26.864,23.164,-55.373,1.623e-05,107.825,1.61,0.1,5.6,0.0054,0.0,0.0,100.0,7.7,232.9,12.51,UAV,4.689741087438361,4.789681453415021,0.09531017980432487,Desert,"UAV,HAPS,SAT (LEO)"
UE_011,2.0173,25.376,20.85,-57.443,2.135e-05,97.134,1.72,1.18,-77.7,0.0067,0.0,0.0,100.0,6.94,448.0,10.26,UAV,4.586333891641797,4.6706021002972955,0.7793248768009976,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
UE_012,1.277,27.964,27.845,-57.466,2.299e-05,129.533,1.17,0.14,75.9,0.0043,0.0,0.0,100.0,9.25,168.1,12.38,UAV,4.871626068358836,4.63846100984014,0.13102826240640408,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
UE_013,0.8664,37.14,35.127,-50.308,1.411e-05,163.372,1.48,0.26,-57.9,0.0029,0.0,0.0,100.0,11.67,260.5,10.52,UAV,5.102132151814908,4.850472955466455,0.23111172096338664,Maritime,"UAV,HAPS,SAT (LEO)"
UE_014,2.0288,25.751,21.652,-55.278,1.17e-05,100.835,1.71,0.41,-30.8,0.0068,0.0,0.0,100.0,7.2,438.2,17.46,UAV,4.62335385642172,4.931814101134654,0.3435897043900769,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
UE_015,1.9534,26.452,24.245,-57.485,7.69e-06,112.834,1.47,0.1,31.7,0.0065,0.0,0.0,100.0,8.06,440.5,15.13,UAV,4.734741246840959,5.114073603723347,0.09531017980432487,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
UE_016,1.1447,27.87,26.314,-56.147,1.217e-05,122.425,1.71,2.76,119.2,0.0038,0.0,0.0,100.0,8.74,202.1,19.45,UAV,4.8156336841449265,4.914709386084277,1.324418957401803,Rural,"NR_5G,WiFi,HAPS,SAT (LEO),UAV"
UE_017,0.4313,46.629,42.399,-45.978,8.23e-06,197.185,1.42,1.49,82.7,0.0014,0.0,0.0,100.0,14.08,338.9,18.67,UAV,5.289200937901755,5.084600112018052,0.9122827104766162,Maritime,"UAV,HAPS,SAT (LEO)"
UE_018,1.78,26.877,26.206,-56.365,8.09e-06,121.924,1.44,1.27,-48.4,0.0059,0.0,0.0,100.0,8.71,337.6,19.64,UAV,4.811566278223221,5.092051424704853,0.8197798314933114,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
UE_019,1.4114,30.382,27.332,-54.434,8.57e-06,127.15,1.45,0.45,-51.1,0.0047,0.0,0.0,100.0,9.08,437.4,14.02,UAV,4.85320145281008,5.067019127400669,0.37156355643248307,Urban,"NR_5G,WiFi,UAV,HAPS,SAT (LEO)"
UE_000,0.6617,34.448,31.017,-52.648,7.81e-06,144.268,1.08,0.25,6.6,0.0022,0.0,0.0,100.0,10.3,130.8,19.1,UAV,4.978580312322546,5.107348910515215,0.22314355131420976,Maritime,"UAV,HAPS,SAT (LEO)"
