UE_ID,distance_km,SNR_dB,SINR_dB,RSSI_dBm,BER,Throughput_Mbps,Latency_ms,Packet_Loss_pct,Doppler_Hz,Propagation_Delay_ms,Rain_Rate_mmhr,Rain_Fade_dB,Link_Quality_Index,Spectral_Efficiency_bps_hz,network_type,Log_Throughput_Mbps,Log_BER,Log_Packet_Loss_pct
UE_000126,0.0088,0.46,-6.7187,-94.54,0.081378156,14.66,1.5,36.9477,12.2768,2.9e-05,0,0,23.3324,0.480283,WiFi6_5GHz,2.751109690562657,1.0894921553240167,3.6362088959444114
UE_000127,0.0018,1.13,-3.3381,-93.87,0.0584532301,23.22,1.5,14.6835,25.4432,6e-06,0,0,38.5525,0.1,WiFi6_5GHz,3.1871787381249463,1.2331914849079564,2.752609204299374
UE_000128,0.0105,32.64,27.4407,-62.36,4.8351e-06,18.06,1.5,0.1412,10.0878,3.5e-05,0,0,72.7671,10.547962,WiFi6_5GHz,2.947591898226056,5.315594449546949,0.13208034035720786
UE_000129,0.0015,11.37,5.7351,-83.63,0.0408116644,10.3,1.5,7.315,-19.5901,5e-06,0,0,46.413,2.442178,WiFi6_5GHz,2.424802725718295,1.3892156932583348,2.118061112644891
UE_000130,0.0095,34.05,29.8913,-60.95,9.5904e-06,16.27,1.5,0.1033,14.1146,3.2e-05,0,0,74.8322,10.379889,WiFi6_5GHz,2.848970892158587,5.018163233450159,0.09830568878412334
UE_000131,0.0103,16.39,12.4475,-78.61,0.0009668866,15.79,1.5,1.7222,19.8894,3.4e-05,0,0,56.327,3.60546,WiFi6_5GHz,2.8207834710894493,3.0146244581277952,1.0014403769158362
UE_000132,0.0128,10.66,5.2049,-84.34,0.0451819971,4.2,1.5,6.2238,22.4941,4.3e-05,0,0,49.7801,1.649446,WiFi6_5GHz,1.6486586255873816,1.3450345766300142,1.9773811302386322
UE_000133,0.0125,30.27,25.9685,-64.73,6.1613e-06,24.98,1.5,0.005,18.0841,4.2e-05,0,0,75.1476,7.594069,WiFi6_5GHz,3.2573270112424533,5.210327573961681,0.004987541511039074
UE_000134,0.0057,16.18,7.6187,-78.82,6.82693e-05,15.3,1.5,1.7282,-26.033,1.9e-05,0,0,58.404,3.30913,WiFi6_5GHz,2.791165107812717,4.1657745438071325,1.0036420510768829
UE_000135,0.0044,-2.72,-7.0048,-97.72,0.1254578947,14.42,1.5,21.9246,16.6992,1.5e-05,0,0,33.197,0.141588,WiFi6_5GHz,2.7356653681351832,0.9015020045988598,3.1322105697896525
UE_000136,0.0074,47.02,42.6938,-47.98,1.5e-09,19.58,1.5,0.418,-16.561,2.5e-05,0,0,78.1168,11.765721,WiFi6_5GHz,3.0243197304059035,8.82361930775673,0.34924742810993575
UE_000137,0.0086,-6.17,-12.4997,-101.17,0.0730612629,26.07,1.5,31.2668,13.6504,2.9e-05,0,0,27.2552,0.584335,WiFi6_5GHz,3.29842610362621,1.1363128250587426,3.474038837837289
UE_000138,0.0107,39.99,35.3645,-55.01,3e-10,14.56,1.5,0.1048,25.5469,3.6e-05,0,0,80.2139,11.832608,WiFi6_5GHz,2.7447035187502458,9.521433504406156,0.09966432311294532
UE_000139,0.0035,9.41,2.2746,-85.59,0.0105092959,17.82,1.5866,29.19,-5.0591,1.2e-05,0,0,32.4155,1.813478,WiFi6_5GHz,2.9349201341572337,1.9784263797428023,3.4075107437187473
UE_000140,0.0012,54.61,47.4959,-40.39,3.1e-09,29.05,1.5,0.3205,6.0069,4e-06,0,0,79.5458,11.814155,WiFi6_5GHz,3.4028626609812167,8.508498233762674,0.2780104527550499
UE_000141,0.0026,11.11,5.2365,-83.89,0.0306797949,8.66,1.5,4.2549,-24.8356,9e-06,0,0,53.2074,2.517964,WiFi6_5GHz,2.2679936482244267,1.5131475480366707,1.659160974652133
UE_000142,0.0071,22.44,19.6627,-72.56,0.0009464337,10.8,1.5,0.8384,30.333,2.4e-05,0,0,64.0357,5.192398,WiFi6_5GHz,2.468099531471619,3.023909803568475,0.6088956281123542
UE_000143,0.005,9.51,4.8127,-85.49,0.0487804604,10.76,1.5,29.3169,-25.972,1.7e-05,0,0,37.5402,1.685743,WiFi6_5GHz,2.464703942470481,1.3117541050335597,3.4117053128029617
UE_000144,0.0019,14.39,9.2464,-80.61,0.0490576191,21.18,1.5,6.3046,15.0443,6e-06,0,0,56.2945,2.030369,WiFi6_5GHz,3.099190981922221,1.3092935331045403,1.9885042866877
UE_000145,0.0087,23.74,18.1949,-71.26,0.0006080377,17.83,1.5,1.2007,19.4395,2.9e-05,0,0,65.3541,5.225221,WiFi6_5GHz,2.935451342669061,3.2160694917327874,0.7887754915733522
UE_000146,0.007,48.66,39.9164,-46.34,3.6e-09,10.91,1.5,0.4205,28.8593,2.3e-05,0,0,79.1587,11.523499,WiFi6_5GHz,2.477378383367209,8.443576878628715,0.35100892231210556
UE_000147,0.0101,5.43,-3.3375,-89.57,0.0231748555,19.11,1.5,27.6734,0.0421,3.4e-05,0,0,30.9004,1.414221,WiFi6_5GHz,3.001217203784561,1.6349829650718788,3.355969863725466
UE_000148,0.0061,45.88,42.3924,-49.12,1.6e-09,17.87,1.5,0.0449,1.2947,2e-05,0,0,83.703,11.712821,WiFi6_5GHz,2.9375733593804587,8.7956086680807,0.04392118705792815
UE_000149,0.0069,14.77,11.4305,-80.23,0.0417368121,11.12,1.5,6.2947,-20.1542,2.3e-05,0,0,54.9211,2.52492,WiFi6_5GHz,2.4948569806411682,1.3794807258459711,1.987148057071558
UE_000150,0.0025,7.8,4.1719,-87.2,0.0044062618,19.61,1.5,32.1257,-8.6756,8e-06,0,0,33.8087,1.045732,WiFi6_5GHz,3.0257763949023677,2.3559297025207377,3.500309416158579
UE_000151,0.0093,12.89,8.4486,-82.11,0.0377941299,16.62,1.5,6.8398,31.67,3.1e-05,0,0,54.533,2.102697,WiFi6_5GHz,2.8690346205080335,1.4225756485641885,2.0592133238328443
UE_000152,0.0036,31.71,23.5708,-63.29,9.5308e-06,24.42,1.5,0.0032,-14.4518,1.2e-05,0,0,70.2443,7.380736,WiFi6_5GHz,3.2355362657613083,5.020870598284913,0.003194890896519197
UE_000153,0.0132,59.57,52.8006,-35.43,6.8e-09,17.64,1.5,0.3015,-31.67,4.4e-05,0,0,79.5925,11.656702,WiFi6_5GHz,2.925309809257445,8.167427225153821,0.263517445452483
UE_000154,0.0133,13.01,5.8875,-81.99,0.0169057876,19.51,1.5,3.9437,23.6525,4.4e-05,0,0,53.6489,2.506664,WiFi6_5GHz,3.0209125720842893,1.7719645916654145,1.5981140387026571
UE_000155,0.0102,63.45,56.1327,-31.55,2.9e-09,19.76,1.6203,0.1749,0.2543,3.4e-05,0,0,75.4146,11.53944,WiFi6_5GHz,3.033028058297688,8.537452271197337,0.16118303759138985
UE_000156,0.0136,11.68,7.6659,-83.32,0.0298020267,27.97,1.5,6.0744,-0.2275,4.5e-05,0,0,55.2858,2.221505,WiFi6_5GHz,3.366260811781259,1.5257542005166513,1.9564826342793882
UE_000157,0.006,7.61,2.8616,-87.39,0.0239476658,11.89,1.5,13.4852,-7.3783,2e-05,0,0,44.3787,1.071458,WiFi6_5GHz,2.556451816951096,1.6207368112326457,2.6731274385129447
UE_000158,0.0139,2.63,-3.4248,-92.37,0.087146815,21.26,1.556,36.0003,-17.4578,4.6e-05,0,0,24.8736,0.506952,WiFi6_5GHz,3.102791345847399,1.0597484806454054,3.6109260207194622
UE_000159,0.0113,45.16,38.1259,-49.84,9e-09,19.25,1.5,0.4839,-14.4671,3.8e-05,0,0,80.1227,11.780024,WiFi6_5GHz,3.0081547935525483,8.045709238298873,0.3946737570299437
UE_000160,0.004,-1.11,-8.6933,-96.11,0.0610508175,8.41,1.5,11.7063,-4.3117,1.3e-05,0,0,36.7909,0.1,WiFi6_5GHz,2.2417729535972883,1.2143085162597018,2.5420979334581006
UE_000161,0.0061,16.0,10.2671,-79.0,0.0003771568,26.64,1.5,1.3446,-29.3174,2e-05,0,0,59.6827,3.504247,WiFi6_5GHz,3.319263998899469,3.423478056554319,0.8521148116555909
UE_000162,0.0131,14.79,10.0952,-80.21,0.0313480555,25.28,1.5,5.8043,-23.0043,4.4e-05,0,0,57.5826,2.624677,WiFi6_5GHz,3.26880819361641,1.5037893929951993,1.9175547652723628
UE_000163,0.0135,27.36,21.4632,-67.64,3.372e-07,10.37,1.5,0.3647,-25.4886,4.5e-05,0,0,68.9433,6.755499,WiFi6_5GHz,2.4309783077624445,6.4721111461059015,0.3109346242619311
UE_000164,0.006,13.42,9.6059,-81.58,0.0223692177,12.67,1.5038,7.1917,-4.1886,2e-05,0,0,56.2833,2.781539,WiFi6_5GHz,2.6152036507358583,1.6503492038371963,2.103121446532833
UE_000165,0.0017,0.37,-5.8178,-94.63,0.0920191619,10.36,1.5,22.6338,-13.0876,6e-06,0,0,28.9142,0.595031,WiFi6_5GHz,2.4300984132930052,1.0361217265529499,3.1626778907963176
UE_000166,0.0023,1.12,-6.3463,-93.88,0.1253142422,13.21,1.5,30.9614,22.9024,8e-06,0,0,27.145,0.342623,WiFi6_5GHz,2.6539459421090092,0.9019995678102787,3.4645289246946187
UE_000167,0.0115,1.24,-1.5214,-93.76,0.0558126914,15.16,1.5,36.7952,-11.6191,3.8e-05,0,0,24.4426,0.374447,WiFi6_5GHz,2.7825390530929495,1.2532670344190138,3.632182110435391
UE_000168,0.0035,26.34,21.9104,-68.66,1.8695e-06,18.04,1.5,0.4536,-11.974,1.2e-05,0,0,72.5451,6.932052,WiFi6_5GHz,2.9465420293632194,5.7282742982046715,0.37404323809982437
UE_000169,0.012,13.07,7.4065,-81.93,0.0071891038,17.1,1.5,5.6581,-1.1028,4e-05,0,0,52.8151,1.88482,WiFi6_5GHz,2.89591193827178,2.1433252457143706,1.8958341585654244
UE_000170,0.0054,35.67,30.8643,-59.33,8.9e-09,11.12,1.5,0.2135,5.4179,1.8e-05,0,0,73.3856,11.841377,WiFi6_5GHz,2.4948569806411682,8.050561198963496,0.19350874618451902
UE_000171,0.0135,22.71,15.3404,-72.29,0.0004126803,23.41,1.5,0.8905,-8.0924,4.5e-05,0,0,65.5895,5.130144,WiFi6_5GHz,3.1949928844048685,3.384386261365335,0.6368413443488504
UE_000172,0.0062,59.54,53.5018,-35.46,9e-10,17.32,1.5172,0.1485,1.551,2.1e-05,0,0,76.6917,11.615237,WiFi6_5GHz,2.9079933592459843,9.045275209020938,0.1384567431470159
UE_000173,0.0032,6.53,2.839,-88.47,0.0434752615,23.53,1.7398,14.9658,-24.4751,1.1e-05,0,0,39.8336,1.31115,WiFi6_5GHz,3.199896858270398,1.361757797063036,2.7704489345260828
UE_000174,0.007,14.37,7.1161,-80.63,0.0028989202,21.68,1.5,5.1422,-17.5706,2.3e-05,0,0,57.6773,2.408982,WiFi6_5GHz,3.121483478859551,2.5377637393681316,1.815182984171643
UE_000175,0.0037,60.05,55.8707,-34.95,9.3e-09,24.87,1.9249,0.2807,4.6112,1.2e-05,0,0,80.506,11.559499,WiFi6_5GHz,3.2530839961979376,8.03147035562516,0.24740680344988902
UE_000176,0.0079,28.28,25.6674,-66.72,9.6435e-06,13.62,1.5,0.3772,-20.6478,2.6e-05,0,0,70.4201,8.050461,WiFi6_5GHz,2.6823904543216326,5.015765270147886,0.32005245248223163
UE_000177,0.0054,5.01,-2.6219,-89.99,0.0477032315,13.14,1.7324,30.5748,6.9287,1.8e-05,0,0,30.4374,1.083122,WiFi6_5GHz,2.6490076604684267,1.321452200089523,3.4523593340913954
UE_000178,0.01,16.05,11.0633,-78.95,0.0002653115,24.4,1.55,1.6521,-3.0323,3.3e-05,0,0,55.6133,3.313874,WiFi6_5GHz,3.2347491740244907,3.5762439233588905,0.9753517790033588
UE_000179,0.0111,12.16,4.0473,-82.84,0.0291682228,7.49,1.5,3.4584,31.67,3.7e-05,0,0,53.0897,2.283519,WiFi6_5GHz,2.138889000323256,1.535090031325025,1.4947899572731895
UE_000180,0.0052,10.05,7.9453,-84.95,0.0120562949,10.88,1.5,4.3705,31.084,1.7e-05,0,0,52.846,2.041931,WiFi6_5GHz,2.474856313934499,1.9187861375754227,1.6809210140559645
UE_000181,0.0101,32.62,28.6272,-62.38,2.5584e-06,16.49,1.5,0.3852,-8.7339,3.4e-05,0,0,74.1033,10.087083,WiFi6_5GHz,2.8616292890305104,5.592031383845496,0.32584453354612986
UE_000182,0.0133,8.47,3.4663,-86.53,0.0349981703,20.47,1.5,10.2334,9.2305,4.4e-05,0,0,46.3456,1.769517,WiFi6_5GHz,3.0666566118906897,1.45595465990545,2.4188914833906967
UE_000183,0.0044,12.0,4.782,-83.0,0.0116715954,12.18,1.5,6.7864,-13.0067,1.5e-05,0,0,51.8713,2.532981,WiFi6_5GHz,2.578700529074361,1.932869775788924,2.052378622130147
UE_000184,0.0041,8.43,1.8219,-86.57,0.0313312676,9.76,1.667,10.7966,-12.8695,1.4e-05,0,0,46.1952,2.308126,WiFi6_5GHz,2.3758355547336385,1.504022034068723,2.467811354359363
UE_000185,0.0069,43.3,40.5348,-51.7,3.5e-09,8.67,1.5,0.2971,-19.099,2.3e-05,0,0,82.8375,11.732188,WiFi6_5GHz,2.269028309465203,8.455807889234967,0.26013100336449035
UE_000186,0.0098,7.44,0.9506,-87.56,0.0015595507,13.96,1.5,12.7926,8.926,3.3e-05,0,0,38.237,0.990751,WiFi6_5GHz,2.7053799725463312,2.8070005017618542,2.624132216455367
UE_000187,0.0126,14.6,6.8131,-80.4,0.0086869424,16.56,1.5,5.6747,30.5647,4.2e-05,0,0,53.1608,2.359232,WiFi6_5GHz,2.8656235882069705,2.061133058078448,1.8983242594560847
UE_000188,0.0119,32.64,25.8614,-62.36,2.8581e-06,13.23,1.5,0.496,-12.5412,4e-05,0,0,74.4,10.63053,WiFi6_5GHz,2.655352412101761,5.543922428110608,0.4027948795522855
UE_000189,0.0097,21.55,18.5361,-73.45,0.0003251436,15.83,1.5969,0.6207,-3.9795,3.2e-05,0,0,62.8343,5.441695,WiFi6_5GHz,2.8231630082027146,3.487924788719703,0.4828581546819368
UE_000190,0.0035,6.69,3.4219,-88.31,0.005560645,16.97,1.5,30.7007,10.6998,1.2e-05,0,0,30.7971,1.286087,WiFi6_5GHz,2.8887037007954675,2.2548748299775894,3.4563387626583584
UE_000191,0.0015,27.28,23.313,-67.72,1.2488e-06,19.14,1.7296,0.2091,27.6649,5e-06,0,0,70.2428,7.193742,WiFi6_5GHz,3.0027078872904163,5.903506762176334,0.18987628119806402
UE_000192,0.0059,33.61,29.3516,-61.39,5.2813e-06,10.8,1.5,0.3621,-5.9701,2e-05,0,0,74.477,10.229302,WiFi6_5GHz,2.468099531471619,5.277259079829474,0.3090276264711589
UE_000193,0.0134,30.35,27.452,-64.65,5.6682e-06,20.94,1.5,0.2856,-30.0887,4.5e-05,0,0,72.6503,7.794093,WiFi6_5GHz,3.0883114548470845,5.246554757640687,0.25122553544116577
UE_000194,0.0035,25.03,17.8378,-69.97,7.3685e-06,24.88,1.5577,0.1003,2.4412,1.2e-05,0,0,70.7042,7.091873,WiFi6_5GHz,3.2534704696327,5.132620853205025,0.09558286989372994
UE_000195,0.0029,-3.07,-6.5607,-98.07,0.1027040991,16.77,1.6208,15.9548,10.4151,1e-05,0,0,35.8632,0.1,WiFi6_5GHz,2.87751164216656,0.9884122226011756,2.8305509795776254
UE_000196,0.0135,-1.79,-6.167,-96.79,0.0843616732,22.02,1.5,25.817,27.2855,4.5e-05,0,0,27.6337,0.674914,WiFi6_5GHz,3.1363634032937364,1.0738548151967144,3.289036014773825
UE_000197,0.0122,-1.15,-6.9572,-96.15,0.0592159468,24.69,1.7544,25.3705,-0.5036,4.1e-05,0,0,29.0834,0.1,WiFi6_5GHz,3.2461018111217923,1.2275613224145019,3.2722459611259014
UE_000198,0.0019,25.58,20.9352,-69.42,3.7696e-06,16.92,1.5,0.007,13.9239,6e-06,0,0,65.5627,7.015691,WiFi6_5GHz,2.8859174075467844,5.423704616019327,0.006975613736425242
UE_000199,0.0015,28.92,24.3011,-66.08,8.7303e-06,6.8,1.5,0.0592,22.0374,5e-06,0,0,71.8608,7.688176,WiFi6_5GHz,2.0541237336955462,5.058970782596203,0.057513906200606715
UE_000200,0.0028,9.05,3.5169,-85.95,0.0055661008,25.07,1.8724,30.1366,22.4105,9e-06,0,0,37.6601,1.840798,WiFi6_5GHz,3.2607852279454104,2.2544489329423874,3.438383976115972
UE_000201,0.0034,79.1,75.5042,-15.9,4e-10,21.38,1.5,0.1433,0.7742,1.1e-05,0,0,81.3475,11.743568,WiFi6_5GHz,3.108167702883779,9.396855627379818,0.1339188175657872
UE_000202,0.0017,19.95,11.6383,-75.05,0.0008155769,14.64,1.5,0.7102,-25.2952,6e-06,0,0,64.7947,4.572512,WiFi6_5GHz,2.7498317351171653,3.088535082931045,0.5366103227397179
UE_000203,0.013,6.48,-0.4317,-88.52,0.0355406691,12.27,1.5,14.0725,-28.1405,4.3e-05,0,0,42.9679,1.168411,WiFi6_5GHz,2.5855058483441162,1.4492744002747586,2.7128718913814236
UE_000204,0.007,23.67,17.9274,-71.33,2.96255e-05,11.45,1.5,1.6909,-3.8421,2.3e-05,0,0,62.4548,5.187155,WiFi6_5GHz,2.5217206229107165,4.52833429651954,0.989875710147559
UE_000205,0.001,33.37,27.5523,-61.63,8.5478e-06,14.92,1.5,0.3015,-9.5466,3e-06,0,0,73.9019,10.447083,WiFi6_5GHz,2.767576180416237,5.068145597131261,0.263517445452483
UE_000206,0.0051,4.06,-2.5349,-90.94,0.0578710222,20.91,1.5327,16.8658,20.2482,1.7e-05,0,0,41.0402,1.140225,WiFi6_5GHz,3.086943153607375,1.237538846436644,2.882888270769435
UE_000207,0.0108,41.54,37.6547,-53.46,4e-10,7.67,1.5,0.2909,17.7813,3.6e-05,0,0,79.3443,11.60016,WiFi6_5GHz,2.1598687907924505,9.396855627379818,0.25533964953052657
UE_000208,0.0081,20.78,16.1883,-74.22,0.0006191276,9.02,1.5,1.4074,-0.21,2.7e-05,0,0,61.0073,4.947794,WiFi6_5GHz,2.3045830956567186,3.2082198345030073,0.8785473269634974
UE_000209,0.004,9.46,4.8774,-85.54,0.0424150286,14.97,1.5,28.6518,9.5475,1.3e-05,0,0,36.077,2.074616,WiFi6_5GHz,2.770711962226921,1.3724802358118566,3.3895228318641317
UE_000210,0.0015,27.18,23.6533,-67.82,3.9505e-06,25.68,1.5,0.0542,12.7396,5e-06,0,0,66.6403,6.796357,WiFi6_5GHz,3.283914221047423,5.403347823933521,0.05278218543896945
UE_000211,0.0082,7.44,1.2495,-87.56,0.029795771,16.05,1.5,31.3068,-21.4293,2.7e-05,0,0,30.4536,1.07466,WiFi6_5GHz,2.8361502037295256,1.5258453722077263,3.4752777343868453
UE_000212,0.0103,42.2,37.5167,-52.8,9e-09,19.55,1.5,0.2431,12.5928,3.4e-05,0,0,82.5929,11.539729,WiFi6_5GHz,3.022860940942244,8.045709238298873,0.2176082598155327
UE_000213,0.0045,32.97,26.0764,-62.03,2.087e-06,17.69,1.5284,0.4843,-23.977,1.5e-05,0,0,74.6989,10.482215,WiFi6_5GHz,2.9279886214674717,5.680477342839492,0.3949432806485822
UE_000214,0.0058,43.02,40.6597,-51.98,8.6e-09,18.38,1.5,0.4037,-7.1668,1.9e-05,0,0,77.5118,11.662187,WiFi6_5GHz,2.96424160646262,8.065451052333852,0.33911160755814324
UE_000215,0.0036,27.59,22.9584,-67.41,7.4667e-06,4.98,1.5,0.3702,8.9065,1.2e-05,0,0,66.5449,6.849044,WiFi6_5GHz,1.7884205679625405,5.126871239411,0.31495671458666163
UE_000216,0.0123,0.08,-9.4517,-94.92,0.1192196257,14.97,1.5,35.8949,-30.8597,4.1e-05,0,0,24.5645,0.294541,WiFi6_5GHz,2.770711962226921,0.9236522460046578,3.6080733301122945
UE_000217,0.0124,75.9,68.7442,-19.1,2e-10,15.9,1.5,0.2975,25.978,4.1e-05,0,0,82.1576,11.399957,WiFi6_5GHz,2.827313621929028,9.69680394257951,0.26043933605790665
UE_000218,0.0109,18.31,12.5129,-76.69,0.0008648812,14.51,1.6094,0.8393,-12.6394,3.6e-05,0,0,58.333,3.977831,WiFi6_5GHz,2.7414849771884473,3.0630435425853824,0.6093850644546149
UE_000219,0.0066,1.11,-4.0976,-93.89,0.0824450013,19.23,1.5,29.4114,17.2025,2.2e-05,0,0,30.7056,0.460229,WiFi6_5GHz,3.007166651179654,1.0838356708042154,3.414817538117249
UE_000220,0.0095,20.5,12.4417,-74.5,0.0006809463,15.43,1.5,1.0252,1.911,3.2e-05,0,0,64.6739,4.636869,WiFi6_5GHz,2.799108932049177,3.166887134928487,0.705668461113617
UE_000221,0.011,-0.99,-8.6837,-95.99,0.0625805654,11.88,1.5,12.4741,-3.118,3.7e-05,0,0,36.2157,0.307936,WiFi6_5GHz,2.5556757206762075,1.2035605174214472,2.6007693242119814
UE_000222,0.0098,39.79,32.0975,-55.21,6e-10,7.3,1.5907,0.2241,-5.1439,3.3e-05,0,0,78.1004,11.801118,WiFi6_5GHz,2.1162555148025524,9.22112552799726,0.20220588009932972
UE_000223,0.0019,32.57,31.8166,-62.43,6.7567e-06,15.38,1.5,0.4798,-27.6569,6e-06,0,0,73.3824,10.484342,WiFi6_5GHz,2.7960610784249234,5.170265299207809,0.39190694350931354
UE_000224,0.0099,23.89,18.0442,-71.11,0.0001447696,17.46,1.5,1.5364,-31.67,3.3e-05,0,0,66.8412,5.574117,WiFi6_5GHz,2.9156062290747062,3.839322622558495,0.9307457528437395
UE_000225,0.0112,15.45,10.5121,-79.55,0.0007542621,33.27,1.5,0.6755,-22.9192,3.7e-05,0,0,56.368,3.292162,WiFi6_5GHz,3.5342703358865175,3.122477713495874,0.516111628195228
UE_000226,0.0062,53.49,44.8293,-41.51,5.2e-09,21.01,1.5,0.3624,-13.5341,2.1e-05,0,0,84.5331,11.377743,WiFi6_5GHz,3.0914968955383704,8.283913146225167,0.3092478503663415
UE_000227,0.0034,22.2,15.8901,-72.8,0.0009159528,10.96,1.5,0.5245,-28.0571,1.1e-05,0,0,67.698,5.260211,WiFi6_5GHz,2.481567748522486,3.0381269049275423,0.4216664874461724
UE_000228,0.0103,13.04,5.3399,-81.96,0.0275918792,21.04,1.5,7.5055,3.3658,3.4e-05,0,0,55.8394,2.313021,WiFi6_5GHz,3.092858984284714,1.5592187200053353,2.1407130130675003
UE_000229,0.0021,74.62,68.4616,-20.38,5.5e-09,20.33,1.5,0.0024,-20.6378,7e-06,0,0,81.5963,11.845834,WiFi6_5GHz,3.0601145324832593,8.259558355050235,0.0023971245997214934
UE_000230,0.009,14.89,11.2141,-80.11,0.0317624486,20.61,1.5,7.2126,9.0899,3e-05,0,0,52.8076,2.672899,WiFi6_5GHz,3.0731561705187946,1.4980860247300871,2.105669560296717
UE_000231,0.0057,59.9,53.2042,-35.1,1.1e-09,8.6,1.5,0.1619,-4.3504,1.9e-05,0,0,79.0993,11.815996,WiFi6_5GHz,2.2617630984737906,8.958212681028249,0.15005659620667913
UE_000232,0.0038,10.73,7.3415,-84.27,0.0265878551,23.12,1.5238,6.6835,7.7013,1.3e-05,0,0,47.6811,1.488637,WiFi6_5GHz,3.1830413718589847,1.575316696717801,2.03907517251325
UE_000233,0.0121,51.99,46.5539,-43.01,6.1e-09,14.8,1.5,0.4718,-31.67,4e-05,0,0,77.9016,11.402804,WiFi6_5GHz,2.760009940032921,8.214598975007613,0.3864861415103616
UE_000234,0.011,62.02,54.7853,-32.98,1.7e-09,25.17,1.6041,0.1943,1.0676,3.7e-05,0,0,83.6239,11.892589,WiFi6_5GHz,3.264613716542055,8.769295686387432,0.17756023969224416
UE_000235,0.0092,4.93,-3.907,-90.07,0.1431103625,15.0,1.5,13.6194,29.1004,3.1e-05,0,0,36.768,0.550432,WiFi6_5GHz,2.772588722239781,0.8443289182034324,2.6823494138077995
UE_000236,0.0071,46.0,37.8859,-49.0,3.4e-09,14.87,1.5,0.3433,-6.3833,2.4e-05,0,0,80.6903,11.728354,WiFi6_5GHz,2.7644305345383176,8.468393368067279,0.29512927308683046
UE_000237,0.0023,4.8,-0.2555,-90.2,0.0926192617,13.99,1.5,35.1664,7.0096,8e-06,0,0,25.3428,0.800067,WiFi6_5GHz,2.7073833121145063,1.0332986852343695,3.5881305110133326
UE_000238,0.0078,9.76,2.9547,-85.24,0.034428094,25.15,1.5,34.7657,-6.7569,2.6e-05,0,0,33.3123,1.875833,WiFi6_5GHz,3.263849190510932,1.463087019925621,3.5769893335762797
UE_000239,0.0048,-8.7,-14.3744,-103.7,0.0894727014,7.75,2.0563,23.9754,5.0721,1.6e-05,0,0,28.7822,0.258317,WiFi6_5GHz,2.169053700369523,1.048309450039771,3.217891340422378
UE_000240,0.01,19.99,13.1148,-75.01,0.0001780465,13.35,1.5,1.237,1.4452,3.3e-05,0,0,62.5749,4.660589,WiFi6_5GHz,2.66374994220563,3.7494665567345957,0.8051356825079926
UE_000241,0.0043,13.72,7.5336,-81.28,0.0296803813,5.71,1.5,4.3684,31.67,1.4e-05,0,0,52.2456,2.378542,WiFi6_5GHz,1.9035989509835904,1.5275305240177903,1.6805299125415138
UE_000242,0.0116,4.57,1.7627,-90.43,0.1456794029,14.92,1.5,10.6627,-12.1862,3.9e-05,0,0,40.8148,0.558212,WiFi6_5GHz,2.767576180416237,0.8366018472607221,2.4563957150081994
UE_000243,0.0125,-8.28,-12.6831,-103.28,0.0595647046,21.46,1.5,30.8512,-15.0475,4.2e-05,0,0,29.1065,0.181372,WiFi6_5GHz,3.1117359493102974,1.225011007669973,3.461075057917532
UE_000244,0.0059,14.33,5.2363,-80.67,0.0362467483,11.17,1.5,2.9817,10.8446,2e-05,0,0,56.3709,2.726234,WiFi6_5GHz,2.498973906999436,1.4407309479419443,1.3817088637782624
UE_000245,0.0117,20.31,12.4335,-74.69,0.0002561323,22.68,1.5,0.6394,-0.0612,3.9e-05,0,0,65.4982,4.47152,WiFi6_5GHz,3.164630810015805,3.591535648936983,0.4943303212367932
UE_000246,0.0075,2.39,-5.3965,-92.61,0.0906267664,6.35,1.5,35.3466,4.4949,2.5e-05,0,0,24.2584,0.530155,WiFi6_5GHz,1.9947003132247452,1.0427435155301255,3.593100664529197
UE_000247,0.012,10.11,6.3216,-84.89,0.0012556535,26.37,1.5,3.3119,31.67,4e-05,0,0,51.0912,1.457632,WiFi6_5GHz,3.309447523052588,2.9011301881184863,1.4613786422431587
UE_000248,0.0071,2.61,-2.0797,-92.39,0.0655801789,32.82,1.5,38.3855,-10.2279,2.4e-05,0,0,26.1247,0.531502,WiFi6_5GHz,3.5210523434704344,1.1832274029211347,3.673397728263228
UE_000249,0.0132,43.24,37.4382,-51.76,1.2e-09,19.87,1.5,0.0945,6.5585,4.4e-05,0,0,77.7145,11.601876,WiFi6_5GHz,3.0383127210891097,8.920456992597094,0.09029763798078058
UE_000250,0.0106,64.82,57.1534,-30.18,3.3e-09,13.72,1.5,0.0596,-4.9241,3.5e-05,0,0,76.6107,11.72589,WiFi6_5GHz,2.6892071133007303,8.481354475669688,0.05789147841577759
UE_000251,0.0062,60.01,53.2797,-34.99,3e-10,23.24,1.5,0.1548,-2.4787,2.1e-05,0,0,78.7792,11.61143,WiFi6_5GHz,3.1880041612011136,9.521433504406156,0.14392716880664297
UE_000252,0.0022,5.99,-2.0566,-89.01,0.049325379,10.48,1.5,33.1028,-31.67,7e-06,0,0,27.1076,0.917829,WiFi6_5GHz,2.4406063908914204,1.306929569078091,3.529379492355462
UE_000253,0.0048,50.45,43.792,-44.55,2.4e-09,18.34,1.5,0.1999,-8.2538,1.6e-05,0,0,76.9198,11.705707,WiFi6_5GHz,2.9621754900251482,8.619607839942972,0.18223821998820616
